fund_code,report_date,as_value,source,num_holdings,report_quarter
110015,2023-06-30,0.9498871459203251,full,105,2023Q2
110015,2023-12-31,0.9466666666666667,full,114,2023Q4
110015,2024-06-30,0.9433333333333334,full,65,2024Q2
110015,2024-12-31,0.9101830183018302,full,69,2024Q4
110025,2020-06-30,0.9500000000000001,full,57,2020Q2
110025,2020-12-31,0.9598885061303108,full,80,2020Q4
110025,2021-06-30,0.9598931395597351,full,120,2021Q2
110025,2021-12-31,0.9666666666666668,full,103,2021Q4
110025,2022-06-30,0.9666666666666667,full,71,2022Q2
110025,2022-12-31,0.9599692530294811,full,93,2022Q4
110025,2023-06-30,0.9631959140671523,full,100,2023Q2
