fund_code,认知能力,配置选择能力,风险应对能力,风险转化能力,交易执行能力,综合能力,ff5_alpha
1412,-0.28932710880831486,-0.7552302802583166,-0.40621589361590427,0.29539474493624923,0.3808310780380288,-0.15490949194165154,0.0435415798796138
1437,0.045423087962481734,-0.7278696274640826,0.16218510104201955,0.6311232420422382,0.12431897646197504,0.0470361560089264,0.0593786015805047
1438,-0.04312996764405641,-0.7388308079739879,0.13318037867307933,0.4929540565055776,0.12431897646197504,-0.006301472795482477,0.0502021692969099
1475,-0.8371414218630536,1.5922132759342313,-0.9724548633677212,-0.13941523203363212,0.40319363228184546,0.009279078190333957,0.0013426567563733
1480,-0.4844740065069484,-0.7620457377990946,0.5793417905015594,-0.06488177834904862,0.3896837405480231,-0.0684751983211018,0.0399517113148676
1513,0.5739995976082071,0.5760231832914234,-0.22281613952697837,0.08893923678963676,-0.24830704429180323,0.15356776677409717,0.0467116104318334
1664,0.24175286821646846,-1.2094627926579342,-0.882638966560416,0.23734078815807683,-2.235385488501843,-0.7696787182691296,0.0106987988722928
1665,0.24142315533218395,-1.2110811407221689,-0.8840326046544894,0.13789877413066878,-2.235385488501843,-0.7902354608831297,0.0095692848150145
1702,0.03993065732319834,0.6461566414487961,-0.5046256968886562,0.23915341252185263,-0.29117656649706936,0.025887689581624306,0.0215979835834719
1715,-0.18066869325206336,-0.909064007661751,-0.2687238430709732,0.32659153409241165,0.6747960145026533,-0.07141379907794447,0.0355899850324437
1723,0.8498024689093712,0.3456052788550462,-0.5194804440011771,0.0208506986980965,-1.9053216214485071,-0.24170872379743408,0.027173834256919795
1753,-0.35796852752417896,-1.151514141724536,0.22240154651346908,-0.4340785589967943,-1.1212258156451564,-0.5684770994754393,0.05315957277952979
1759,-0.03469416519310907,-0.5701263690094773,0.2574392766027044,0.05373530330061583,0.9099120116240174,0.12325321146495023,0.0059405694618421
1811,0.23513582249808515,0.05705687586113234,-0.7111097416340787,0.04640293457661265,-0.18224865353139585,-0.1109525524459289,0.0295950408943053
1856,-0.6293008526558773,-0.01105377714656064,0.28621615433183845,1.0721324569195483,0.808750296307862,0.30534885555136215,0.0381132262994896
1881,-0.6820284357749566,-0.6892781667472274,-0.7792992923212928,-0.07541530269196707,-0.365423726902651,-0.518288984887619,0.0176115317554051
1985,0.10997442040408528,-0.4406521494097753,-0.5823193835394103,-0.06323949745837587,0.18196914569937192,-0.15885349286082084,0.0164904967550533
1998,-0.01040393864289628,-0.8923631799587626,-0.21395174961505561,0.2329925101068128,0.6747960145026533,-0.04178606872144967,0.0340359479893788
2051,-0.12796546707504589,-0.7233056705567618,-0.15858568338341797,-0.3396025603063764,-0.5756294120599319,-0.3850177586763068,0.019168136020958
2112,-0.2723340212045301,-0.7466079149451075,-0.34071085338726714,0.3221764076730908,0.3808310780380288,-0.13132906076515702,0.0410840981359171
2125,0.16231353522123806,-1.066100097423998,0.13598920151177252,-0.7478017109244631,0.14068697012956116,-0.2749824202971779,0.001950677708882
2152,-0.014351519485579792,-0.5323986672360032,-0.14407407836572494,0.4097950433912971,0.5545372757951147,0.05470161081982078,0.0420819081333534
2163,1.05480803868077,-0.6543051699133489,0.8636100385314571,-0.9752412604770724,-1.1767346641658785,-0.17757260346881448,0.0333941350822328
2244,-0.7513321134758875,-0.469076481349311,-0.2792823387426587,-0.32055901367496736,0.7948846451621474,-0.2050730604161354,0.014968761854289
2376,0.18298579097723386,-0.8631636175633637,-0.42632792169351685,-0.7014550180463486,0.6881914624144136,-0.2239538607823163,-0.0051890261597323
2420,0.053931801400949525,-0.03207452370640876,-0.27965551983227854,0.26718875058875374,0.8010803390645576,0.1620941695031147,0.028484011467578403
2450,0.28740382671362846,-0.4645652870317851,0.11229227846411126,0.10771900536602734,-0.5523115506697782,-0.10189234543155926,0.0186145566771846
2451,0.3407182219633169,-0.4524450343396202,0.02243799878443832,0.2652711280443567,-0.5523115506697782,-0.07526584724345729,0.0233036862837639
2692,0.2806909004719768,0.8072902799148624,0.1875263814763144,-0.6159931952189114,-0.43426678322617696,0.04504951668361303,0.013175884085027099
2910,-0.2464595329634022,-0.0848066046072499,-0.1961221315578261,0.6151480543699783,0.3554058338890487,0.08863312382610977,0.0281094749503532
