fund_code,alpha_2nd,sharpe_1st,ir_1st,log_aum,mgr_total_tenure_v2,log_fund_age
1037,0.00863307430646465,0.13963149621681553,-5.1703568672523616e-14,1.7375108865632418,500.26666666666665,1.463343427416543
1060,-0.01672445725485286,0.3624143067112168,-1.4269742592028012e-14,0.7514129343681695,498.6818181818182,1.467644014976424
1075,0.04658048903180757,0.0287753575091053,-3.089448661328369e-14,2.5035299175576466,353.3636363636364,1.4297158999984871
1076,0.038082544495219924,0.2691228830201738,-2.0507561675940698e-14,2.744169960663643,1230.64,2.0449992070676406
1088,-0.01582099252683466,0.3357089536055213,-4.208981141495992e-14,1.1331465279893411,1068.52,2.039518024758504
1170,0.022543789218883975,0.20012281662464929,-2.6092342113628446e-14,2.005503081650191,1153.2045454545455,1.439495252855134
1184,0.021917981977785533,-0.09609039104959073,-2.710174498093162e-14,3.4231925488131867,787.9318181818181,1.428460180603047
1194,0.047274019532844457,0.950610814366134,-9.280154861861666e-15,0.8557990246151035,624.2272727272727,1.4522757321558617
1198,2.9611937266556005e-05,0.2823415283557766,-7.047507153612244e-15,-1.8020966837563022,713.9090909090909,1.439495252855134
1267,0.01850506185437554,0.04639646508150639,-1.7639827296491706e-14,-0.13714369821559777,601.7954545454545,1.3786618402168587
1407,0.046650230102378266,0.7336210572201555,-7.211225377790537e-15,-0.5947462908224673,622.8863636363636,1.3692618472585099
1411,0.021287299980046134,-0.10625577089105168,-2.063629022578587e-15,0.6899974095039663,794.5681818181819,1.346193828510019
1412,0.029975366888674974,0.251005021448397,-1.4527661013802122e-14,0.29467887196381165,351.22727272727275,1.3433455320179908
1437,0.032873161402179836,0.33072367302559075,-4.898038929407962e-15,0.9684800291738274,1226.2727272727273,1.3161393415395404
1438,0.032373046264939545,0.2626805277429175,-1.0362564457645992e-14,0.02754402023275865,1226.2727272727273,1.3161393415395404
1475,-0.060321969564479425,0.4400618863197077,-1.4811597338429326e-14,4.602941117382535,1220.72,2.0239990998310526
1480,0.015350296935325497,0.2261523062240311,-1.5063518700877912e-14,2.562542081683487,1966.2045454545455,1.2921226167160096
1513,0.0686428847062584,0.22111459946154594,-1.941119922086074e-14,3.710467565945499,2377.72,1.8319173743994315
1664,0.04353845844684754,0.2360619136670012,-2.2065763770034844e-14,-1.6064474288733805,385.96,1.9564283175732715
1665,0.042247373960966075,0.20251503851527852,-2.2168520157812463e-14,-3.1450717976060387,385.96,1.9564283175732715
1702,0.0036600101131796133,0.3583362357533669,-2.075602435971564e-14,1.9666768513179673,696.92,1.9933273997267273
1715,0.011358060424701357,0.5629769069258665,-7.151410548164203e-14,-0.3066989999254977,761.5263157894736,1.311851820018606
1723,0.02567471807244073,0.05847866842735597,-2.001124137661174e-14,-0.27859558548357105,824.24,1.9898567809779621
1753,0.06296192481619724,0.04223934611768345,-1.724855446199219e-15,0.5254066384196692,699.7441860465116,1.3050155395401517
1759,0.0199476384968593,0.305709140812834,-2.0753022501162572e-13,1.9045617082097965,882.7631578947369,1.269010533045754
1811,0.001160713252956957,0.31808843003732523,-1.9163126778797996e-14,3.7008192276309075,915.2,1.9225886995318735
1856,0.02543821232524281,0.617557568327833,-1.1914063256691803e-13,2.6481907626833574,1431.0,1.1763224719146526
1881,0.009862948478929453,0.2885099675729776,-6.873880785423072e-14,1.0305659446182753,2732.72,1.9817083578136154
1985,0.01849518005183891,0.25921252631715475,-2.384289466619577e-14,3.039029023044746,2661.72,1.9536213575202808
1998,0.009836642515358665,0.5466878026024656,-7.13252191212811e-14,-0.8271814811922077,761.5263157894736,1.311851820018606
2051,0.023753398535736683,0.0391872822910223,-2.7495267493940545e-16,1.2378711250368493,749.452380952381,1.356722533557523
2112,0.039541884106674696,0.2984984786107883,-1.0712589527621136e-15,0.34668660050447225,345.9047619047619,1.3597161177496162
2125,-0.006924463129557912,0.255144138827915,-3.273339246089352e-15,-0.11979014037438114,1227.8285714285714,1.1145465858874073
2152,0.03971297534608922,0.4085525600787704,-3.399569434341204e-14,-0.15323094367873039,944.0731707317074,1.37048004623095
2163,0.006587576518988016,0.11512175852773167,3.0384147217693716e-16,-0.6893775937061207,692.9047619047619,1.3536690903174917
2244,0.013435969429618567,0.27826271267282804,-3.788602367385573e-14,0.08640138423635607,794.3414634146342,1.291560991713201
