fund_code,hm_beta,hm_gamma,timing
580006,3.038173836062439,-1.997754847825553,1.997754847825553
610006,2.0794589235781156,-0.8628896491571817,0.8628896491571817
630001,1.2613059193842817,-0.4104565872447769,0.4104565872447769
630002,1.101091117494532,-0.7519930121445014,0.7519930121445014
630010,2.2582786054809505,-1.8128277515347404,1.8128277515347404
630011,1.2103093210544213,-0.7069213163741787,0.7069213163741787
660005,1.4651114140965371,-0.8985283251285333,0.8985283251285333
660015,1.4974972777951006,-0.28601053474205357,0.28601053474205357
720001,1.2880508484771875,-0.6354713693476902,0.6354713693476902
740001,0.9374861427831283,-0.09846716086027629,0.09846716086027629
952004,1.9429464015542879,-1.0698300545271184,1.0698300545271184
959991,1.868891013653731,-1.0383660149467973,1.0383660149467973
