fund_code,date,subscription,redemption,total_shares,net_asset,nav_change_rate,year,quarter
000061,2021-06-30,0.4,1.08,7.47,10.59,23.57%,2021,2
000061,2021-03-31,0.39,2.07,8.15,8.57,-20.88%,2021,1
000061,2020-12-31,0.34,1.48,9.84,10.83,2.64%,2020,4
000061,2020-09-30,1.53,2.95,10.98,10.55,-8.68%,2020,3
000061,2020-06-30,0.5,1.24,12.4,11.56,15.75%,2020,2
000061,2020-03-31,1.45,1.66,13.14,9.98,1.23%,2020,1
000061,2019-12-31,0.24,0.85,13.35,9.86,9.18%,2019,4
000061,2019-09-30,0.22,0.72,13.97,9.03,2.97%,2019,3
000061,2019-06-30,0.34,0.59,14.46,8.77,-9.52%,2019,2
000061,2019-03-31,0.49,0.59,14.71,9.69,23.58%,2019,1
000061,2018-12-31,0.32,0.23,14.82,7.84,-12.57%,2018,4
000061,2018-09-30,0.4,0.27,14.72,8.97,-5.78%,2018,3
000061,2018-06-30,0.36,0.58,14.59,9.52,-22.52%,2018,2
000061,2018-03-31,0.53,1.83,14.81,12.29,-12.62%,2018,1
000061,2017-12-31,0.4,1.28,16.11,14.06,-16.02%,2017,4
000061,2017-09-30,0.42,1.03,17.0,16.75,-3.44%,2017,3
000061,2017-06-30,0.49,0.81,17.61,17.34,-8.83%,2017,2
000061,2017-03-31,0.4,1.25,17.94,19.02,-2.79%,2017,1
000061,2016-12-31,1.34,1.46,18.79,19.57,-2.22%,2016,4
000061,2016-09-30,0.64,1.65,18.91,20.01,-5.80%,2016,3
000061,2016-06-30,1.21,1.35,19.91,21.25,5.85%,2016,2
000061,2016-03-31,1.76,1.12,20.06,20.07,-15.04%,2016,1
000061,2015-12-31,1.33,2.86,19.41,23.62,20.36%,2015,4
000061,2015-09-30,4.51,7.18,20.94,19.63,-39.51%,2015,3
000061,2015-06-30,6.1,21.65,23.62,32.45,-31.70%,2015,2
000061,2015-03-31,1.89,17.39,39.16,47.5,-5.83%,2015,1
000061,2014-12-31,1.54,9.81,54.66,50.44,-1.48%,2014,4
000061,2014-09-30,0.4,6.69,62.93,51.2,3.86%,2014,3
000061,2014-06-30,0.15,3.57,69.22,49.3,-5.74%,2014,2
000061,2014-03-31,0.34,6.72,72.64,52.3,-11.17%,2014,1
000061,2013-12-31,0.27,5.7,79.02,58.88,-7.39%,2013,4
000061,2013-09-30,1.65,6.39,84.45,63.58,5.15%,2013,3
000061,2013-06-30,0.3,6.2,89.2,60.46,-14.50%,2013,2
000061,2013-03-31,1.48,5.01,95.1,70.71,-5.57%,2013,1
000061,2012-12-31,0.04,2.47,98.62,74.89,6.58%,2012,4
000061,2012-09-30,,2.58,101.05,70.26,-8.54%,2012,3
000061,2012-06-30,0.0,3.0,103.63,76.83,1.41%,2012,2
000061,2012-03-31,0.0,2.31,106.63,75.75,1.90%,2012,1
000061,2011-12-31,0.0,1.99,108.94,74.34,-12.30%,2011,4
000061,2011-09-30,0.0,3.42,110.93,84.77,-16.21%,2011,3
000061,2011-06-30,0.0,4.72,114.35,101.17,-10.32%,2011,2
000061,2011-03-31,0.0,6.74,119.07,112.81,-8.08%,2011,1
000061,2010-12-31,0.0,38.67,125.82,122.72,-21.77%,2010,4
000061,2010-09-30,0.0,9.63,164.49,156.86,10.06%,2010,3
000061,2010-06-30,0.0,10.67,174.12,142.52,-20.01%,2010,2
000061,2010-03-31,0.0,2.32,184.78,178.17,1.43%,2010,1
000061,2010-03-05,,,,175.65,-0.98%,2010,1
000061,2010-03-04,,,,177.39,0.00%,2010,1
000061,2010-03-03,,,,177.39,0.00%,2010,1
000061,2010-03-02,,,,177.39,0.00%,2010,1
000061,2010-03-01,,,,177.39,0.00%,2010,1
000061,2010-02-26,,,,177.39,1.85%,2010,1
000061,2010-02-25,,,,174.17,0.00%,2010,1
000061,2010-02-24,,,,174.17,0.00%,2010,1
000061,2010-02-23,,,,174.17,0.00%,2010,1
000061,2010-02-22,,,,174.17,0.00%,2010,1
000061,2010-02-12,,,,174.17,2.12%,2010,1
000061,2010-02-11,,,,170.56,0.00%,2010,1
000061,2010-02-10,,,,170.56,0.00%,2010,1
000061,2010-02-09,,,,170.56,0.00%,2010,1
000061,2010-02-08,,,,170.56,0.00%,2010,1
000061,2010-02-05,,,,170.56,-4.99%,2010,1
000061,2010-01-28,,,,179.52,0.00%,2010,1
000061,2010-01-27,,,,179.52,0.00%,2010,1
000061,2010-01-26,,,,179.52,0.00%,2010,1
000061,2010-01-25,,,,179.52,0.00%,2010,1
000061,2010-01-22,,,,179.52,-5.52%,2010,1
000061,2009-12-31,,,187.1,190.0,1.55%,2009,4
000061,2009-12-11,,,187.1,,---,2009,4
000073,2026-06-30,0.06,0.15,0.71,2.5,22.24%,2026,2
000073,2026-03-31,0.03,0.1,0.8,2.04,-8.28%,2026,1
000073,2025-12-31,0.03,0.08,0.87,2.23,-3.38%,2025,4
000073,2025-09-30,0.04,0.13,0.92,2.3,23.93%,2025,3
000073,2025-06-30,0.01,0.04,1.01,1.86,-2.04%,2025,2
000073,2025-03-31,0.02,0.05,1.04,1.9,4.51%,2025,1
000073,2024-12-31,0.02,0.09,1.08,1.82,-12.92%,2024,4
000073,2024-09-30,0.03,0.04,1.14,2.09,4.26%,2024,3
000073,2024-06-30,0.02,0.03,1.16,2.0,-5.12%,2024,2
000073,2024-03-31,0.02,0.04,1.17,2.11,1.98%,2024,1
000073,2023-12-31,0.02,0.05,1.19,2.07,-13.18%,2023,4
000073,2023-09-30,0.02,0.06,1.22,2.38,-7.43%,2023,3
000073,2023-06-30,0.04,0.06,1.26,2.57,-9.97%,2023,2
000073,2023-03-31,0.05,0.05,1.28,2.86,4.61%,2023,1
000073,2022-12-31,0.05,0.04,1.29,2.73,-7.11%,2022,4
000073,2022-09-30,0.05,0.08,1.28,2.94,-14.90%,2022,3
000073,2022-06-30,0.08,0.12,1.32,3.45,14.01%,2022,2
000073,2022-03-31,0.1,0.1,1.36,3.03,-27.01%,2022,1
000073,2021-12-31,0.13,0.21,1.36,4.15,-4.29%,2021,4
000073,2021-09-30,0.26,0.34,1.44,4.34,-12.93%,2021,3
000073,2021-06-30,0.35,0.24,1.53,4.98,33.65%,2021,2
000073,2021-03-31,0.49,0.64,1.42,3.73,-12.46%,2021,1
000073,2020-12-31,0.18,0.31,1.57,4.26,11.05%,2020,4
000073,2020-09-30,0.52,0.78,1.69,3.83,-6.96%,2020,3
000073,2020-06-30,0.44,0.48,1.95,4.12,37.50%,2020,2
000073,2020-03-31,0.89,0.9,2.0,3.0,2.24%,2020,1
000073,2019-12-31,0.38,0.55,2.0,2.93,3.14%,2019,4
000073,2019-09-30,0.26,0.37,2.17,2.84,11.68%,2019,3
000073,2019-06-30,0.16,0.34,2.28,2.55,-8.34%,2019,2
000073,2019-03-31,0.29,0.45,2.46,2.78,19.87%,2019,1
000073,2018-12-31,0.27,0.22,2.61,2.32,-17.37%,2018,4
000073,2018-09-30,0.37,0.41,2.57,2.8,-17.89%,2018,3
000073,2018-06-30,0.7,0.77,2.61,3.41,-13.32%,2018,2
000073,2018-03-31,1.39,0.97,2.68,3.94,27.05%,2018,1
000073,2017-12-31,0.95,0.55,2.26,3.1,18.11%,2017,4
000073,2017-09-30,0.8,0.37,1.86,2.62,52.46%,2017,3
000073,2017-06-30,0.12,0.15,1.43,,---,2017,2
000073,2017-03-31,0.09,0.13,1.46,1.67,7.64%,2017,1
000073,2016-12-31,0.1,0.14,1.51,1.55,-7.54%,2016,4
000073,2016-09-30,0.2,0.14,1.54,1.68,-7.46%,2016,3
000073,2016-06-30,0.15,0.18,1.48,1.81,1.98%,2016,2
000073,2016-03-31,0.17,0.11,1.51,1.78,-18.80%,2016,1
000073,2015-12-31,0.22,0.27,1.45,2.19,24.49%,2015,4
000073,2015-09-30,0.53,0.72,1.5,1.76,-38.50%,2015,3
000073,2015-06-30,1.29,1.78,1.68,2.86,-5.35%,2015,2
000073,2015-03-31,0.56,3.7,2.17,3.02,-41.49%,2015,1
000073,2014-12-31,0.21,4.6,5.31,5.16,-46.86%,2014,4
000073,2014-09-30,0.72,2.43,9.7,9.7,-4.59%,2014,3
000073,2014-06-30,1.91,2.58,11.41,10.17,-2.43%,2014,2
000073,2014-03-31,4.05,7.87,12.08,10.42,-33.18%,2014,1
000073,2013-12-31,4.21,2.58,15.9,15.6,4.76%,2013,4
000073,2013-09-30,6.81,10.27,14.27,14.89,-16.80%,2013,3
000073,2013-07-12,,,,17.9,0.64%,2013,3
000073,2013-07-05,,,,17.79,2.77%,2013,3
000073,2013-06-30,,,,17.31,-0.01%,2013,2
000073,2013-06-28,,,,17.31,0.11%,2013,2
000073,2013-06-21,,,,17.29,-3.77%,2013,2
000073,2013-06-14,,,,17.97,1.39%,2013,2
000073,2013-06-07,,,,17.72,-2.46%,2013,2
000073,2013-05-31,,,,18.17,0.08%,2013,2
000073,2013-05-24,,,,18.15,2.10%,2013,2
000073,2013-05-17,,,,17.78,0.33%,2013,2
000073,2013-05-15,,,17.72,,---,2013,2
000263,2026-06-30,0.16,0.61,1.93,12.99,36.95%,2026,2
000263,2026-03-31,0.41,0.24,2.38,9.48,8.23%,2026,1
000263,2025-12-31,0.04,0.33,2.22,8.76,-11.65%,2025,4
000263,2025-09-30,0.07,0.38,2.51,9.92,18.28%,2025,3
000263,2025-06-30,0.03,0.13,2.83,8.39,-5.87%,2025,2
000263,2025-03-31,0.04,0.13,2.93,8.91,-2.22%,2025,1
000263,2024-12-31,0.07,0.29,3.02,9.11,-7.24%,2024,4
000263,2024-09-30,0.04,0.11,3.24,9.82,5.28%,2024,3
000263,2024-06-30,0.04,0.14,3.32,9.33,-3.55%,2024,2
000263,2024-03-31,0.07,0.27,3.41,9.67,-11.01%,2024,1
000263,2023-12-31,0.08,0.37,3.61,10.87,-11.41%,2023,4
000263,2023-09-30,0.12,0.82,3.91,12.27,-23.24%,2023,3
000263,2023-06-30,0.17,0.39,4.61,15.99,-13.21%,2023,2
000263,2023-03-31,0.34,0.55,4.82,18.42,-6.01%,2023,1
000263,2022-12-31,0.35,0.45,5.03,19.6,3.20%,2022,4
000263,2022-09-30,0.29,0.61,5.12,18.99,-13.30%,2022,3
000263,2022-06-30,0.4,0.33,5.44,21.9,9.98%,2022,2
000263,2022-03-31,1.13,1.29,5.38,19.92,-24.26%,2022,1
000263,2021-12-31,0.3,0.91,5.54,26.3,-4.02%,2021,4
000263,2021-09-30,1.74,3.61,6.15,27.4,-28.59%,2021,3
000263,2021-06-30,1.37,1.98,8.02,38.37,10.86%,2021,2
000263,2021-03-31,5.17,4.68,8.63,34.61,-1.99%,2021,1
000263,2020-12-31,7.63,2.8,8.15,35.31,215.95%,2020,4
000263,2020-09-30,1.36,1.53,3.32,11.18,20.44%,2020,3
000263,2020-06-30,0.37,0.86,3.49,9.28,17.09%,2020,2
000263,2020-03-31,0.64,1.2,3.98,7.92,-11.17%,2020,1
000263,2019-12-31,0.48,0.64,4.54,8.92,6.21%,2019,4
000263,2019-09-30,1.82,0.58,4.71,8.4,58.77%,2019,3
000263,2019-06-30,0.25,0.67,3.48,5.29,-14.79%,2019,2
000263,2019-03-31,0.8,0.35,3.9,6.21,49.97%,2019,1
000263,2018-12-31,0.09,0.09,3.45,4.14,-6.58%,2018,4
000263,2018-09-30,0.08,0.12,3.45,4.43,-8.41%,2018,3
000263,2018-06-30,0.09,0.25,3.49,4.84,-12.41%,2018,2
000263,2018-03-31,0.18,0.52,3.65,5.52,-7.19%,2018,1
000263,2017-12-31,0.18,0.65,3.98,5.95,-9.60%,2017,4
000263,2017-09-30,0.3,2.31,4.45,6.58,-29.85%,2017,3
000263,2017-06-30,0.58,0.72,6.46,9.39,-6.60%,2017,2
000263,2017-03-31,0.26,0.91,6.6,10.05,-13.68%,2017,1
000263,2016-12-31,0.49,0.97,7.25,11.64,-17.31%,2016,4
000263,2016-09-30,1.3,1.05,7.73,14.08,13.42%,2016,3
000263,2016-06-30,2.37,1.74,7.48,12.41,-7.22%,2016,2
000263,2016-03-31,2.8,6.97,6.85,13.38,-54.28%,2016,1
000263,2015-12-31,5.04,5.23,11.02,29.26,39.63%,2015,4
000263,2015-09-30,10.25,8.95,11.2,20.96,-30.07%,2015,3
000263,2015-06-30,,4.41,9.9,29.97,-12.12%,2015,2
000263,2015-03-31,3.59,8.36,14.32,34.1,8.11%,2015,1
000263,2014-12-31,16.16,7.94,19.08,31.55,97.66%,2014,4
000263,2014-09-30,12.09,4.71,10.86,15.96,279.40%,2014,3
000263,2014-06-30,2.38,0.78,3.48,4.21,107.24%,2014,2
000263,2014-03-31,1.73,1.41,1.88,2.03,28.67%,2014,1
000263,2013-12-31,,,,1.58,-30.68%,2013,4
000263,2013-12-09,,,,2.28,0.01%,2013,4
000263,2013-12-06,,,,2.28,0.13%,2013,4
000263,2013-11-22,,,,2.27,0.05%,2013,4
000263,2013-11-15,,,,2.27,0.03%,2013,4
000263,2013-11-11,,,2.27,,---,2013,4
000308,2026-06-30,0.11,0.14,0.43,5.23,55.65%,2026,2
000308,2026-03-31,0.07,0.14,0.46,3.36,-6.12%,2026,1
000308,2025-12-31,0.05,0.19,0.53,3.58,-16.92%,2025,4
000308,2025-09-30,0.01,0.14,0.67,4.31,13.18%,2025,3
000308,2025-06-30,0.01,0.05,0.8,3.81,-3.34%,2025,2
000308,2025-03-31,0.01,0.06,0.84,3.94,-0.41%,2025,1
000308,2024-12-31,0.02,0.68,0.89,3.95,-46.48%,2024,4
000308,2024-09-30,0.01,0.13,1.56,7.39,1.15%,2024,3
000308,2024-06-30,0.01,0.14,1.68,7.3,-10.91%,2024,2
000308,2024-03-31,0.03,0.22,1.81,8.2,-13.32%,2024,1
000308,2023-12-31,0.04,0.14,2.0,9.46,-8.51%,2023,4
000308,2023-09-30,0.05,0.19,2.1,10.34,-17.66%,2023,3
000308,2023-06-30,0.35,0.77,2.24,12.56,-20.45%,2023,2
000308,2023-03-31,0.71,0.26,2.67,15.78,28.25%,2023,1
000308,2022-12-31,0.68,0.22,2.22,12.31,20.27%,2022,4
000308,2022-09-30,1.5,0.41,1.76,10.23,150.36%,2022,3
000308,2022-06-30,0.21,0.08,0.67,4.09,31.36%,2022,2
000308,2022-03-31,0.12,0.17,0.54,3.11,-21.46%,2022,1
000308,2021-12-31,0.22,0.05,0.59,3.96,47.54%,2021,4
000308,2021-09-30,0.22,0.07,0.42,2.69,85.25%,2021,3
000308,2021-06-30,0.02,0.08,0.27,1.45,-4.27%,2021,2
000308,2021-03-31,0.04,0.05,0.33,1.51,-9.92%,2021,1
000308,2020-12-31,0.03,0.04,0.35,1.68,22.62%,2020,4
000308,2020-09-30,0.03,0.09,0.36,1.37,-7.36%,2020,3
000308,2020-06-30,0.1,0.06,0.41,1.48,31.62%,2020,2
000308,2020-03-31,0.11,0.2,0.38,1.12,-18.28%,2020,1
000308,2019-12-31,0.14,0.12,0.47,1.38,12.16%,2019,4
000308,2019-09-30,0.1,0.08,0.45,1.23,6.40%,2019,3
000308,2019-06-30,0.1,0.08,0.42,1.15,9.03%,2019,2
000308,2019-03-31,0.06,0.08,0.4,1.06,28.42%,2019,1
000308,2018-12-31,0.02,0.02,0.42,0.82,-4.17%,2018,4
000308,2018-09-30,0.02,0.03,0.42,0.86,-7.42%,2018,3
000308,2018-06-30,0.04,0.04,0.42,0.93,-8.46%,2018,2
000308,2018-03-31,0.08,0.12,0.42,1.01,-12.46%,2018,1
000308,2017-12-31,0.11,0.09,0.46,1.16,4.15%,2017,4
000308,2017-09-30,0.07,0.11,0.44,1.11,-1.61%,2017,3
000308,2017-06-30,0.08,0.07,0.48,1.13,6.19%,2017,2
000308,2017-03-31,0.07,0.05,0.46,1.06,11.00%,2017,1
000308,2016-12-31,0.09,0.07,0.44,0.96,0.26%,2016,4
000308,2016-09-30,0.19,0.09,0.42,0.96,38.63%,2016,3
000308,2016-06-30,0.09,0.09,0.32,0.69,10.03%,2016,2
000308,2016-03-31,0.09,0.05,0.31,0.63,1.70%,2016,1
000308,2015-12-31,0.12,0.07,0.28,0.62,55.64%,2015,4
000308,2015-09-30,0.11,0.14,0.23,0.4,-26.35%,2015,3
000308,2015-06-30,0.2,0.32,0.27,0.54,-14.18%,2015,2
000308,2015-03-31,0.07,0.26,0.38,0.63,-13.86%,2015,1
000308,2014-12-31,0.12,0.55,0.57,0.73,-37.37%,2014,4
000308,2014-09-30,0.07,1.77,0.99,1.16,-57.20%,2014,3
000308,2014-06-30,0.03,0.18,2.69,2.71,-0.75%,2014,2
000308,2014-03-31,0.17,5.95,2.85,2.73,-68.58%,2014,1
000308,2013-12-31,0.01,0.77,8.62,8.7,-6.71%,2013,4
000308,2013-12-20,,,,9.33,-0.96%,2013,4
000308,2013-12-13,,,,9.42,0.37%,2013,4
000308,2013-12-06,,,,9.39,-0.94%,2013,4
000308,2013-11-29,,,,9.47,0.83%,2013,4
000308,2013-11-22,,,,9.4,-0.03%,2013,4
000308,2013-11-15,,,,9.4,0.20%,2013,4
000308,2013-11-08,,,,9.38,-0.03%,2013,4
000308,2013-11-01,,,,9.38,-0.19%,2013,4
000308,2013-10-25,,,,9.4,0.04%,2013,4
000308,2013-10-18,,,,9.4,0.01%,2013,4
000308,2013-10-11,,,,9.4,0.07%,2013,4
000308,2013-09-30,,,,9.39,0.04%,2013,3
000308,2013-09-27,,,,9.39,0.03%,2013,3
000308,2013-09-24,,,9.38,,---,2013,3
000327,2026-06-30,0.39,0.5,1.34,5.73,43.49%,2026,2
000327,2026-03-31,0.37,0.52,1.45,3.99,-8.20%,2026,1
000327,2025-12-31,0.14,0.65,1.59,4.35,-21.76%,2025,4
000327,2025-09-30,0.23,1.02,2.1,5.56,4.22%,2025,3
000327,2025-06-30,0.04,1.81,2.89,5.33,-36.28%,2025,2
000327,2025-03-31,0.04,0.14,4.66,8.37,2.05%,2025,1
000327,2024-12-31,0.1,1.13,4.77,8.2,-20.32%,2024,4
000327,2024-09-30,1.6,0.26,5.79,10.29,48.08%,2024,3
000327,2024-06-30,0.05,0.21,4.45,6.95,-10.38%,2024,2
000327,2024-03-31,0.09,0.43,4.62,7.75,-7.68%,2024,1
000327,2023-12-31,0.71,1.26,4.96,8.4,-12.27%,2023,4
000327,2023-09-30,0.49,0.8,5.51,9.57,-16.02%,2023,3
000327,2023-06-30,0.36,1.83,5.81,11.4,-21.58%,2023,2
000327,2023-03-31,1.37,1.55,7.28,14.53,-5.12%,2023,1
000327,2022-12-31,3.38,2.26,7.46,15.32,6.86%,2022,4
000327,2022-09-30,3.74,0.9,6.34,14.34,67.20%,2022,3
000327,2022-06-30,1.37,0.57,3.5,8.57,38.51%,2022,2
000327,2022-03-31,2.1,0.24,2.69,6.19,175.38%,2022,1
000327,2021-12-31,0.14,0.06,0.83,2.25,18.13%,2021,4
000327,2021-09-30,0.16,0.11,0.74,1.9,8.63%,2021,3
000327,2021-06-30,0.07,0.06,0.7,1.75,16.98%,2021,2
000327,2021-03-31,0.07,0.17,0.69,1.5,-13.35%,2021,1
000327,2020-12-31,0.09,0.16,0.79,1.73,-3.09%,2020,4
000327,2020-09-30,0.23,0.29,0.86,1.78,11.09%,2020,3
000327,2020-06-30,0.07,0.13,0.91,1.61,16.25%,2020,2
000327,2020-03-31,0.12,0.41,0.97,1.38,-28.07%,2020,1
000327,2019-12-31,0.05,0.26,1.26,1.92,-3.37%,2019,4
000327,2019-09-30,0.09,0.38,1.47,1.99,-13.81%,2019,3
000327,2019-06-30,0.32,0.3,1.76,2.3,0.00%,2019,2
000327,2019-06-28,,,,2.3,-2.08%,2019,2
000327,2019-03-31,0.38,0.61,1.74,2.35,12.94%,2019,1
000327,2018-12-31,0.03,0.18,1.97,2.08,-10.88%,2018,4
000327,2018-09-30,0.03,0.4,2.12,2.34,-15.48%,2018,3
000327,2018-06-30,0.0,1.92,2.5,2.77,-84.66%,2018,2
000327,2018-06-04,,11.86,4.42,4.91,-72.76%,2018,2
000327,2018-03-31,,0.64,16.28,18.04,-3.14%,2018,1
000327,2017-12-31,,0.79,16.93,18.62,-3.40%,2017,4
000327,2017-09-30,,1.52,17.72,19.28,-6.99%,2017,3
000327,2017-06-30,,1.66,19.24,20.72,-6.26%,2017,2
000327,2017-03-31,,1.28,20.89,22.11,-4.54%,2017,1
000327,2016-12-31,,1.22,22.17,23.16,0.01%,2016,4
000327,2016-12-30,,,,23.16,-5.22%,2016,4
000327,2016-09-30,,0.95,23.38,24.43,-2.50%,2016,3
000327,2016-06-30,,1.25,24.33,25.06,-3.75%,2016,2
000327,2016-03-31,,1.02,25.58,26.04,-3.51%,2016,1
000327,2015-12-31,,1.66,26.6,26.99,-3.38%,2015,4
000327,2015-09-30,,1.57,28.26,27.93,-5.46%,2015,3
000327,2015-08-21,,,,29.54,-0.77%,2015,3
000327,2015-08-14,,,,29.77,0.34%,2015,3
000327,2015-08-07,,,,29.67,0.24%,2015,3
000327,2015-07-31,,,,29.6,-0.36%,2015,3
000327,2015-07-17,,,,29.71,0.45%,2015,3
000327,2015-07-10,,,,29.57,0.37%,2015,3
000327,2015-07-03,,,,29.46,-0.69%,2015,3
000327,2015-06-30,,,,29.67,0.22%,2015,2
000327,2015-06-26,,,,29.6,-0.45%,2015,2
000327,2015-06-19,,,,29.74,-1.01%,2015,2
000327,2015-06-12,,,,30.04,0.25%,2015,2
000327,2015-06-05,,,,29.97,0.47%,2015,2
000327,2015-05-29,,,29.83,,---,2015,2
000354,2026-06-30,0.87,0.67,1.02,5.55,121.28%,2026,2
000354,2026-03-31,0.41,0.46,0.82,2.51,-5.37%,2026,1
000354,2025-12-31,0.44,0.58,0.87,2.65,-3.92%,2025,4
000354,2025-09-30,0.92,0.77,1.01,2.76,106.92%,2025,3
000354,2025-06-30,0.14,0.17,0.85,1.33,-1.71%,2025,2
000354,2025-03-31,0.76,0.52,0.89,1.36,44.20%,2025,1
000354,2024-12-31,0.59,0.41,0.64,0.94,73.65%,2024,4
000354,2024-09-30,0.18,0.14,0.45,0.54,16.85%,2024,3
000354,2024-06-30,0.18,0.14,0.41,0.46,10.03%,2024,2
000354,2024-03-31,0.14,0.25,0.37,0.42,-17.30%,2024,1
000354,2023-12-31,0.22,0.15,0.48,0.51,0.94%,2023,4
000354,2023-09-30,0.19,0.08,0.42,0.5,-1.62%,2023,3
000354,2023-06-30,0.14,0.08,0.3,0.51,29.51%,2023,2
000354,2023-03-31,0.01,0.02,0.24,0.4,21.00%,2023,1
000354,2022-12-31,0.01,0.01,0.25,0.33,-4.52%,2022,4
000354,2022-09-30,0.02,0.03,0.25,0.34,-16.53%,2022,3
000354,2022-06-30,0.02,0.03,0.26,0.41,-3.57%,2022,2
000354,2022-03-31,0.02,0.03,0.26,0.43,-21.89%,2022,1
000354,2021-12-31,0.09,0.13,0.27,0.55,-1.48%,2021,4
000354,2021-09-30,0.38,0.32,0.31,0.55,45.62%,2021,3
000354,2021-06-30,0.04,0.04,0.25,0.38,9.40%,2021,2
000354,2021-03-31,0.06,0.1,0.25,0.35,-24.54%,2021,1
000354,2020-12-31,0.04,0.08,0.29,0.46,-6.18%,2020,4
000354,2020-09-30,0.05,0.11,0.33,0.49,-21.50%,2020,3
000354,2020-06-30,0.04,0.08,0.4,0.63,14.12%,2020,2
000354,2020-03-31,0.11,0.17,0.43,0.55,-15.39%,2020,1
000354,2019-12-31,0.04,0.08,0.49,0.65,0.74%,2019,4
000354,2019-09-30,0.04,0.06,0.53,0.64,8.45%,2019,3
000354,2019-06-30,0.02,0.04,0.55,0.59,-10.50%,2019,2
000354,2019-03-31,0.02,0.07,0.57,0.66,15.30%,2019,1
000354,2018-12-31,0.01,0.02,0.63,0.57,-12.70%,2018,4
000354,2018-09-30,0.02,0.02,0.64,0.66,-7.37%,2018,3
000354,2018-06-30,0.01,0.05,0.65,0.71,-13.41%,2018,2
000354,2018-03-31,0.02,0.11,0.68,0.82,-16.65%,2018,1
000354,2017-12-31,0.02,0.31,0.77,0.98,-32.33%,2017,4
000354,2017-09-30,0.03,0.23,1.07,1.45,-14.19%,2017,3
000354,2017-06-30,0.1,0.13,1.26,1.7,0.11%,2017,2
000354,2017-03-31,0.25,0.14,1.29,1.69,11.43%,2017,1
000354,2016-12-31,0.66,1.67,1.18,1.52,-46.32%,2016,4
000354,2016-09-30,0.25,0.12,2.19,2.83,8.46%,2016,3
000354,2016-06-30,0.17,0.1,2.06,2.61,12.07%,2016,2
000354,2016-03-31,0.07,0.23,1.98,2.33,-18.52%,2016,1
000354,2015-12-31,7.12,5.8,2.15,2.86,125.32%,2015,4
000354,2015-09-30,0.17,0.58,0.82,1.27,-43.51%,2015,3
000354,2015-06-30,0.22,1.57,1.24,2.25,-47.29%,2015,2
000354,2015-03-31,0.34,2.18,2.59,4.26,-22.72%,2015,1
000354,2014-12-31,1.16,2.69,4.42,5.51,-17.42%,2014,4
000354,2014-09-30,3.06,9.13,5.96,6.68,-45.08%,2014,3
000354,2014-06-30,1.21,2.73,12.03,12.15,-10.12%,2014,2
000354,2014-03-31,0.12,6.68,13.55,13.52,-33.29%,2014,1
000354,2014-01-21,,,,20.27,0.03%,2014,1
000354,2014-01-17,,,,20.26,0.04%,2014,1
000354,2014-01-10,,,,20.26,0.06%,2014,1
000354,2014-01-03,,,,20.24,0.06%,2014,1
000354,2013-12-31,,,,20.23,0.07%,2013,4
000354,2013-12-27,,,,20.22,0.11%,2013,4
000354,2013-12-20,,,,20.19,0.08%,2013,4
000354,2013-12-13,,,,20.18,0.08%,2013,4
000354,2013-12-06,,,,20.16,0.08%,2013,4
000354,2013-11-29,,,,20.15,0.08%,2013,4
000354,2013-11-22,,,,20.13,0.06%,2013,4
000354,2013-11-15,,,,20.12,0.01%,2013,4
000354,2013-11-12,,,20.12,,---,2013,4
000390,2026-06-30,21.03,14.12,44.83,161.07,96.30%,2026,2
000390,2026-03-31,15.41,10.41,37.92,82.05,33.25%,2026,1
000390,2025-12-31,15.04,12.93,32.93,61.58,6.19%,2025,4
000390,2025-09-30,20.08,23.57,30.82,57.99,43.00%,2025,3
000390,2025-06-30,1.56,9.3,34.3,40.55,-14.10%,2025,2
000390,2025-03-31,2.56,29.64,42.04,47.21,-36.24%,2025,1
000390,2024-12-31,22.19,35.65,69.12,74.04,-19.35%,2024,4
000390,2024-09-30,7.35,7.91,82.58,91.81,8.11%,2024,3
000390,2024-06-30,9.65,7.78,83.15,84.92,0.90%,2024,2
000390,2024-03-31,14.8,9.58,81.28,84.16,9.62%,2024,1
000390,2023-12-31,10.36,7.03,76.06,76.78,-0.04%,2023,4
000390,2023-09-30,5.47,4.19,72.73,76.81,-2.13%,2023,3
000390,2023-06-30,17.25,6.36,71.45,78.48,8.90%,2023,2
000390,2023-03-31,36.65,10.75,60.57,72.06,101.61%,2023,1
000390,2022-12-31,14.09,4.47,34.67,35.74,35.23%,2022,4
000390,2022-09-30,9.32,2.1,25.05,26.43,36.68%,2022,3
000390,2022-06-30,4.0,3.03,17.83,19.34,-1.38%,2022,2
000390,2022-03-31,5.21,4.2,16.86,19.61,9.40%,2022,1
000390,2021-12-31,4.84,4.22,15.85,17.92,-15.91%,2021,4
000390,2021-09-30,3.29,6.27,15.24,21.31,-2.04%,2021,3
000390,2021-06-30,2.54,2.02,18.22,21.76,-5.67%,2021,2
000390,2021-03-31,3.12,2.38,17.7,23.06,3.60%,2021,1
000390,2020-12-31,2.9,4.52,16.96,22.26,3.32%,2020,4
000390,2020-09-30,3.49,15.13,18.58,21.55,-34.67%,2020,3
000390,2020-06-30,9.96,4.42,30.22,32.98,12.62%,2020,2
000390,2020-03-31,22.98,12.71,24.68,29.29,80.19%,2020,1
000390,2019-12-31,11.54,4.56,14.41,16.25,83.36%,2019,4
000390,2019-09-30,6.57,3.89,7.43,8.86,79.63%,2019,3
